1.51,3.21,4.47,3.34,0,0.26,0.21,2.03,0.44,0.55,0.11,191.1,586.74,2303.55,103.49,82.28,1.6,0.17,0.31,0,0.07,0,0,0.27,5,0,4.51,0,4.68,0,0,3.48,0.57,0.09,0,13.13,1.15,0.13,0.41,0.18,0.07,0.27,0.61,0,0.03,0,0.3,0.78,1.16,0.27,0,0
1.47,4.7,9.89,4.72,0.09,0.05,0.74,2.28,0.75,1.02,0.2,0.99,1442.64,3093.42,256.8,155.66,7.64,2.45,0.79,0.17,0,0,0,0.58,1.42,0.19,0.79,0.31,1.72,5.39,0,0.03,0.17,0,1.08,2.14,0.65,0.08,0.31,0.04,0.2,0.1,0.55,1.55,0.04,0,1.94,4.08,0,0,0,0
1.17,4.82,9.45,4.99,0,0.05,0.31,3.17,0.74,1.06,0.22,0.89,1187.58,3417.91,175.07,149.54,0,1.16,0.65,0,0.1,0,0,1.56,2.55,0.12,1,0.24,1.42,0,0,0.56,0.88,0.42,0.49,24.59,1.41,0,0.31,0.12,1.28,0.34,1.14,0.26,0.01,0,1.75,1.09,0,0.65,0,0
1.01,4.52,8.49,3.14,0.19,0.33,0.38,2.71,0.5,1.03,0.15,7.88,751.14,3255.02,147.36,135.78,3.11,0.5,0.28,0.21,0.25,0,0,0.87,2.04,0.01,0.34,0.11,2.62,3.81,0,1.87,1.88,0.25,1.93,7.72,0.88,0,0.94,0.02,0.33,0.2,1.09,0.47,0,0,1.21,1.61,0.55,0.46,0,0.12
2.54,2.66,8.18,2.79,1.66,0.11,0.63,1.42,0.71,0.55,0.13,19.15,500.47,1524.41,277.55,168.16,5.01,0.98,0.2,0.12,0.13,0,0,0.93,1.96,0.11,1.55,0.06,1.32,3.04,0,0.21,1.04,0.27,0.34,4.16,0.69,0,0.89,0.09,0.2,0.25,0.5,0,0.07,0,0.28,0.92,0,0.11,0,0.17
0.98,4.7,28.68,4.36,0.18,0.37,0.25,1.79,0.84,1.06,0.14,57.09,866.14,2912.72,253.1,215.25,0,4.39,0.27,0,0.12,0,0,0.81,8.29,0.12,2.14,0.09,5.6,0,0.1,3.37,0.31,0.48,0.74,13.9,0,0,0.46,0.13,0.13,0,0,0.39,0.01,0.28,7.59,2.86,0.59,1.28,0,0.41
1.92,4.8,7.1,3.71,0.09,0.36,0.76,2.41,0.55,0.95,0.15,191.43,631.56,2715.29,175.81,140.28,2.48,0.78,0.38,0,0.08,0,0,0.75,4.59,0,2.15,0.21,3.95,0,0,1.98,0.97,0.16,0.12,7.51,0.9,0.08,0.47,0.05,0.04,0.37,1,0,0.02,0,0.58,0.88,0.7,0.24,0,0.12
1.12,5.25,11.37,4.49,0.08,0.03,0.95,1.83,0.67,1.17,0.18,2.25,1105.07,2527.2,245.6,149.16,7.25,2.32,0.54,0.16,0,0,0,0.61,1.05,0.07,0.52,0,1.23,4.87,0,0.03,0.16,0,1.15,0,0.38,0,0.3,0.01,0.24,0.16,0.45,1.2,0.01,0,1.09,3.55,0,0,0,0
0.53,5.51,4.17,3.87,0.12,0.59,0.17,3.54,0.71,1.25,0.11,0.24,903.31,3247.38,377.35,175.86,1.67,1.35,0.62,0,0.3,0,0.15,1.31,1.46,0.08,11.41,0.3,6.22,4.53,0.1,1.24,0.92,0.14,0.94,30.59,0.67,0.16,1.48,0.29,2.7,0.23,1.77,0.34,0.02,0,1.87,2.3,0.18,0.5,0,0
0.36,5.36,18.29,3.08,0.15,0.51,0.22,2.79,0.59,1.25,0.06,3.81,799.3,3436.66,225.07,164.54,1.92,0.9,0.39,0.14,0.22,0.1,0.18,1.49,1.79,0,0.95,1.21,5.67,13.28,0.29,7.39,3.54,0.13,3,7.53,0.56,0,2.32,0.05,0,0.1,0.52,0.8,0.01,0,2.28,2.46,1.75,0.36,0,0.1
0.82,4.37,8.58,4.59,0.48,0.17,2.31,3.1,0.6,0.93,0.12,4,1094.82,3122.36,208.74,116.5,5.87,2.12,0.53,0.29,0.08,0,0.17,1.73,1.02,0,2.45,1.48,3.68,12.44,0,0.61,2.44,0.1,0.36,8.99,0.4,0,1.4,0.04,0,0.14,0.39,0.07,0,0,0.53,1.39,0.02,0.06,0,0.39
